Filename,True Label,Predicted,Score
fake\5269.jpg,0,0,0.399066
fake\527.jpg,0,0,0.15962197
fake\5270.jpg,0,0,0.2778492
fake\5271.jpg,0,0,0.00014124761
fake\5272.jpg,0,0,0.30986795
fake\5273.jpg,0,0,0.010710433
fake\5274.jpg,0,0,0.037175182
fake\5275.jpg,0,0,0.009456493
fake\5276.jpg,0,1,0.8778791
fake\5277.jpg,0,0,0.00123926
fake\5278.jpg,0,0,0.33525357
fake\5279.jpg,0,1,0.53701496
fake\528.jpg,0,0,0.00251884
fake\5280.jpg,0,0,0.04402387
fake\5281.jpg,0,0,0.013192902
fake\5282.jpg,0,0,0.019857138
fake\5283.jpg,0,0,0.3775505
fake\5284.jpg,0,0,0.033659227
fake\5285.jpg,0,0,0.09125113
fake\5286.jpg,0,0,0.0689771
fake\5287.jpg,0,0,0.36703122
fake\5288.jpg,0,0,0.020697525
fake\5289.jpg,0,0,0.0054096603
fake\529.jpg,0,0,0.42474297
fake\5290.jpg,0,0,0.023642724
fake\5291.jpg,0,0,0.015938625
fake\5292.jpg,0,0,0.31934112
fake\5293.jpg,0,0,0.16195412
fake\5294.jpg,0,0,0.47056085
fake\5295.jpg,0,0,0.028433623
fake\5296.jpg,0,1,0.8608382
fake\5297.jpg,0,0,0.00014945798
fake\5298.jpg,0,1,0.6568054
fake\5299.jpg,0,0,0.019325692
fake\530.jpg,0,1,0.8305626
fake\5300.jpg,0,0,0.21031752
fake\5301.jpg,0,0,0.0058950805
fake\5302.jpg,0,0,0.24305111
fake\5303.jpg,0,0,0.006639995
fake\5304.jpg,0,0,0.036168855
fake\5305.jpg,0,0,0.47744372
fake\5306.jpg,0,0,0.2753706
fake\5307.jpg,0,0,0.27452677
fake\5308.jpg,0,0,0.07817753
fake\5309.jpg,0,0,0.19047105
fake\531.jpg,0,0,0.00031353126
fake\5310.jpg,0,0,0.025322452
fake\5311.jpg,0,0,0.44691476
fake\5312.jpg,0,0,0.1489751
fake\5313.jpg,0,0,0.0028493518
fake\5314.jpg,0,0,0.2502734
fake\5315.jpg,0,0,0.24169724
fake\5316.jpg,0,0,0.020175438
fake\5317.jpg,0,1,0.65052444
fake\5318.jpg,0,0,0.0037814067
fake\5319.jpg,0,0,1.3873925e-07
fake\532.jpg,0,0,0.047233544
fake\5320.jpg,0,0,0.31381527
fake\5321.jpg,0,0,0.053390734
fake\5322.jpg,0,0,0.25668693
fake\5323.jpg,0,0,0.021709599
fake\5324.jpg,0,0,0.14001253
fake\5325.jpg,0,0,0.24147023
fake\5326.jpg,0,0,0.17078148
fake\5327.jpg,0,0,4.4012333e-07
fake\5328.jpg,0,0,0.46387818
fake\5329.jpg,0,1,0.78994745
fake\533.jpg,0,0,0.38217664
fake\5330.jpg,0,0,0.001326606
fake\5331.jpg,0,1,0.6764864
fake\5332.jpg,0,0,0.3664436
fake\5333.jpg,0,0,0.2776257
fake\5334.jpg,0,0,0.12678319
fake\5335.jpg,0,0,0.2565339
fake\5336.jpg,0,0,0.04280824
fake\5337.jpg,0,0,0.27279878
fake\5338.jpg,0,0,0.022115983
fake\5339.jpg,0,0,0.10774439
fake\534.jpg,0,0,0.14719479
fake\5340.jpg,0,0,0.043345835
fake\5341.jpg,0,1,0.6184398
fake\5342.jpg,0,0,0.1394041
fake\5343.jpg,0,0,0.09329968
fake\5344.jpg,0,1,0.61904675
fake\5345.jpg,0,0,0.055569615
fake\5346.jpg,0,0,0.013664622
fake\5347.jpg,0,0,0.0097110905
fake\5348.jpg,0,0,0.012435714
fake\5349.jpg,0,0,0.00019190868
fake\535.jpg,0,1,0.92468315
fake\5350.jpg,0,1,0.68069166
fake\5351.jpg,0,0,0.04289528
fake\5352.jpg,0,0,0.10821
fake\5353.jpg,0,0,0.2044971
fake\5354.jpg,0,0,0.041260075
fake\5355.jpg,0,0,0.08554483
fake\5356.jpg,0,0,0.117250085
fake\5357.jpg,0,0,0.12934834
fake\5358.jpg,0,0,0.08245091
fake\5359.jpg,0,0,0.006341066
fake\536.jpg,0,0,0.19342794
fake\5360.jpg,0,0,0.06963906
fake\5361.jpg,0,0,0.1136607
fake\5362.jpg,0,1,0.5992706
fake\5363.jpg,0,0,0.003278475
fake\5364.jpg,0,0,0.051167004
fake\5365.jpg,0,0,0.3928756
fake\5366.jpg,0,0,0.04318403
fake\5367.jpg,0,0,0.0110475635
fake\5368.jpg,0,0,0.18196133
fake\5369.jpg,0,0,0.013818992
fake\537.jpg,0,0,0.026250107
fake\5370.jpg,0,0,0.39863208
fake\5371.jpg,0,0,0.072091706
fake\5372.jpg,0,0,0.0059160194
fake\5373.jpg,0,0,0.0050713853
fake\5374.jpg,0,0,0.0010514585
fake\5375.jpg,0,0,0.19486442
fake\5376.jpg,0,0,0.0013142584
fake\5377.jpg,0,0,0.10097117
fake\5378.jpg,0,1,0.9498222
fake\5379.jpg,0,0,4.4818546e-07
fake\538.jpg,0,0,0.013222946
fake\5380.jpg,0,0,0.08468426
fake\5381.jpg,0,0,0.0008879182
fake\5382.jpg,0,0,0.24559063
fake\5383.jpg,0,0,0.059717756
fake\5384.jpg,0,0,0.02898656
fake\5385.jpg,0,1,0.8614167
fake\5386.jpg,0,0,0.15584615
fake\5387.jpg,0,0,0.06768379
fake\5388.jpg,0,0,0.22271298
fake\5389.jpg,0,0,0.31405655
fake\5390.jpg,0,0,0.3283296
fake\5391.jpg,0,0,0.03235081
fake\5392.jpg,0,0,0.071722075
fake\5393.jpg,0,0,1.749795e-10
fake\5394.jpg,0,0,0.39302602
fake\5395.jpg,0,1,0.7784854
fake\5396.jpg,0,0,0.14955667
fake\5397.jpg,0,0,0.1008602
fake\5398.jpg,0,1,0.60119283
fake\5399.jpg,0,0,0.03263576
fake\5400.jpg,0,1,0.8017258
fake\5401.jpg,0,0,0.09137026
fake\5402.jpg,0,0,0.016677484
fake\5403.jpg,0,0,0.009087385
fake\5404.jpg,0,0,0.01838877
fake\5405.jpg,0,0,0.15031926
fake\5406.jpg,0,0,0.003624054
fake\5407.jpg,0,0,0.030245008
fake\5408.jpg,0,0,0.0052785543
fake\5409.jpg,0,0,0.2973378
fake\5410.jpg,0,0,0.14791797
fake\5411.jpg,0,0,0.025791703
fake\5412.jpg,0,0,0.019135693
fake\5413.jpg,0,0,9.3240225e-05
fake\5414.jpg,0,0,0.39166924
fake\5415.jpg,0,0,0.011322367
fake\5416.jpg,0,0,0.00038233658
fake\5417.jpg,0,0,0.059656326
fake\5418.jpg,0,0,0.06994584
fake\5419.jpg,0,0,0.053733427
fake\5420.jpg,0,0,0.0046980376
fake\5421.jpg,0,0,3.7418893e-05
fake\5422.jpg,0,0,0.07313295
fake\5423.jpg,0,0,0.017986333
fake\5424.jpg,0,1,0.8442017
fake\5425.jpg,0,0,0.010912755
fake\5426.jpg,0,1,0.7813157
fake\5427.jpg,0,0,0.044719093
fake\5428.jpg,0,1,0.75261927
fake\5429.jpg,0,0,7.178047e-05
fake\5430.jpg,0,0,0.019958109
fake\5431.jpg,0,1,0.8114474
fake\5432.jpg,0,0,0.04408316
fake\5433.jpg,0,1,0.86025953
fake\5434.jpg,0,0,0.082046166
fake\5435.jpg,0,1,0.57904935
fake\sample_fake..jpg,0,0,0.4442678
fake\deepfake-image-detection\Sample_fake_images\Sample_fake_images\fake\IMG-20250106-WA0009.jpg,0,1,0.645614
fake\deepfake-image-detection\Sample_fake_images\Sample_fake_images\fake\IMG-20250106-WA0010.jpg,0,0,0.4399442
fake\deepfake-image-detection\Sample_fake_images\Sample_fake_images\fake\IMG-20250106-WA0011.jpg,0,0,0.47512904
fake\deepfake-image-detection\Sample_fake_images\Sample_fake_images\fake\IMG-20250106-WA0012.jpg,0,0,0.2816526
fake\deepfake-image-detection\Sample_fake_images\Sample_fake_images\fake\IMG-20250106-WA0013.jpg,0,1,0.8758267
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\0.jpg,0,0,0.18793209
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\1.jpg,0,0,0.13980588
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\10.jpg,0,1,0.72337365
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\100.jpg,0,0,0.4405258
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\101.jpg,0,0,0.058622908
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\102.jpg,0,0,0.0052611823
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\103.jpg,0,0,0.025218653
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\104.jpg,0,0,0.40186775
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\105.jpg,0,0,0.013700555
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\106.jpg,0,0,0.28426218
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\107.jpg,0,0,0.08483642
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\108.jpg,0,1,0.57135105
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\109.jpg,0,0,0.18518198
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\11.jpg,0,0,0.032257497
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\110.jpg,0,1,0.57309896
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\111.jpg,0,0,0.38170585
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\112.jpg,0,0,0.0051241475
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\113.jpg,0,0,0.056554087
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\114.jpg,0,0,0.4338798
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\115.jpg,0,0,0.029018587
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\116.jpg,0,0,0.06091761
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\117.jpg,0,1,0.60786295
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\118.jpg,0,1,0.67497814
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\119.jpg,0,0,0.0041375635
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\12.jpg,0,0,7.133849e-05
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\120.jpg,0,0,0.05507448
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\121.jpg,0,0,0.00039955616
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\122.jpg,0,0,0.00016504688
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\123.jpg,0,0,0.38812312
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\124.jpg,0,0,0.006893952
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\125.jpg,0,1,0.73174167
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\126.jpg,0,0,0.102329805
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\127.jpg,0,0,0.02821747
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\128.jpg,0,0,0.086667456
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\13.jpg,0,0,0.005508579
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\14.jpg,0,0,0.06499853
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\15.jpg,0,0,0.022288067
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\16.jpg,0,0,0.07053829
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\17.jpg,0,0,0.00049578166
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\18.jpg,0,0,0.16606562
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\19.jpg,0,0,0.22384293
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\2.jpg,0,0,0.004073085
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\20.jpg,0,0,0.3288053
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\21.jpg,0,0,0.19037357
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\22.jpg,0,0,0.10119964
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\23.jpg,0,0,0.46588743
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\24.jpg,0,0,0.00035427287
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\25.jpg,0,0,0.014557282
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\251.jpg,0,0,0.007475368
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\252.jpg,0,0,0.023179678
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\253.jpg,0,0,0.031185195
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\254.jpg,0,1,0.7351933
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\255.jpg,0,0,0.16141163
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\256.jpg,0,0,0.051233947
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\257.jpg,0,0,0.0023161308
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\258.jpg,0,0,0.12865332
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\259.jpg,0,0,0.28871506
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\26.jpg,0,0,0.0009995655
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\260.jpg,0,0,0.15425645
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\261.jpg,0,0,0.010568584
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\262.jpg,0,1,0.6732821
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\263.jpg,0,0,0.0062315837
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\264.jpg,0,1,0.50831
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\265.jpg,0,0,0.14126575
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\266.jpg,0,1,0.59444404
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\267.jpg,0,0,0.047628254
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\268.jpg,0,0,0.01316745
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\269.jpg,0,0,0.038159803
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\27.jpg,0,0,0.3043741
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\270.jpg,0,0,0.19966958
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\271.jpg,0,0,0.0007278472
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\272.jpg,0,0,5.85477e-05
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\273.jpg,0,0,0.09719565
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\274.jpg,0,0,0.00026090982
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\275.jpg,0,0,0.0104529355
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\276.jpg,0,1,0.7378006
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\277.jpg,0,0,0.09969868
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\278.jpg,0,1,0.7408887
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\279.jpg,0,0,0.15126334
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\28.jpg,0,0,0.02945889
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\280.jpg,0,0,0.26680094
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\281.jpg,0,0,0.0439222
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\282.jpg,0,0,0.13522647
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\283.jpg,0,0,0.06923407
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\284.jpg,0,0,0.05723919
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\285.jpg,0,0,0.106922776
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\286.jpg,0,0,0.107856475
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\287.jpg,0,0,0.30963138
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\288.jpg,0,0,0.0027465457
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\289.jpg,0,0,0.006781505
fake\deepfake-image-detection\test-20250112T065939Z-001\test\fake\29.jpg,0,0,0.4825133
